"review_movie_title","review_movie_title_url","review_name","review_url","review_comment","review_username","review_username_url","review_date","review_rating"
"","","Raises the bar for sci-fi films for years to come","https://www.imdb.com/review/rw0509311/?ref_=tt_urv","The Wachowski Brothers vision of a possible future takes the visual and sound aspects of filmmaking to a new high. Incorporating older still photography with computer enhancement to the degree that appears on the screen has raised the genre to a level that will be very hard-pressed by filmmakers for a number of years. Acting was wonderful, script, visual, sound, everything about this film is a tribute to a usually overlooked genre.","wolf_wallace","https://www.imdb.com/user/ur0577895/?ref_=tt_urv","29 March 2000","10"
"","","""Ignorance is Bliss""","https://www.imdb.com/review/rw2703697/?ref_=tt_urv","Ultra-stylish Techno-Noir classic that is broad on concept and design and creates a novel realm of realism vs cerebral creation. This is groundbreaking visual stuff and is backed by extraordinary electronic/metal music and really cool sets.
It is a visual and literal ""Rage Against the Machine"" that is fully realized in its display of a deadpan humor and dead-on violence. This was the ride of the decade and brought a new look to the new millennium.
It's not without some flaws and faults, mainly that the matrix is so complex and complicated that its own concept had to be ""bent and broken"" to allow for some of the story to translate to an acceptable theatrical experience. At least to its targeted mainstream audience. In the hands of a quirky and edgy Director it could have been done with more ""in house logic"", but then it would be quite a different experience.
The whole concept of a Messiah and ""The One"" is kind of elementary in an extreme exploitation such as this but that only drops it a notch from the best of Sci-Fi and does nothing to hold this exhilarating experience back from being quite entertaining, if on a lesser level.","LeonLouisRicci","https://www.imdb.com/user/ur33374263/?ref_=tt_urv","13 November 2012","10"
"","","The single BEST MOVIE OF ALL TIME...","https://www.imdb.com/review/rw2410919/?ref_=tt_urv","How could anyone claim that for any movie ? How pretentious am I to impose this premise ? Everybody's different, so no one movie could ever be the goat...
uhhhhh...wrong, but at least consider this:
Such a profound and multi-faceted metaphor about Life, existence.
Script, acting, settings, scene transition and sequencing, music are simply paradigmatic for this style of dark, cyberpunk epic and cinema in general.
Crescendos/build-ups are chilling to the bone, fighting/acting scenes unique (not only is this film ahead of all others conceptually, but it is also supremely brilliant visually - bullet time, a huge cinematic technical innovation) + superb camera angles.
Classic myths/ideologies/religious transfiguration/philosophy:
Man vs Machine; a post-apocalyptic dystopian future; Plato's cavern allegory; Kant's phenomenon/noumenon (things as we see them/things as they are); Jesus Christ and his super-human abilities/prophetic fulfillment- myth and concept of the Oracle, Resurrection and salutatory function; Judas, Betrayer; the Choice (blue and red pill scene); Man mechanizing (think Neo's metamorphosis and holes); and the magnificent ""Sleeping Beauty"" theme, when in all hope fading, Love and Destiny collide and bring the One to the Matrix. Also: the names, Morpheus (Greek God of Sleep), Neo (anagram of ""One""), Trinity...
Roughly all main genres in literature/cinema/art/story telling: drama, action, humor, horror, psychological thriller, conceptual piece....yes, all those, think deep.
Personal note: all plots, sub-plots are easy to follow and digest, yet the multi-layered nature of this opus will have you benefiting from a few re-watches. Philosophically, this movie is mature, and deep; to not be too complex for the viewing masses, not too cliché and typically Hollywood for the practicing partisans.
Not to even mention this movie created an entire sub-culture, cult following; ""what is the Matrix ?"".","Horror-yo","https://www.imdb.com/user/ur12771356/?ref_=tt_urv","9 April 2011","10"
"","","Best","https://www.imdb.com/review/rw4631341/?ref_=tt_urv","There will be no movie like matrix, thanks for the masterpiece !!","ozer-can2","https://www.imdb.com/user/ur23673111/?ref_=tt_urv","7 February 2019","10"
"","","Great film about Non-Duality","https://www.imdb.com/review/rw5017136/?ref_=tt_urv","Reality is non-dual, which means that all boundaries, all categories, and all distinctions ultimately collapse, they're all relative. There is no distinction between inside/outside, me/other, right/wrong, black/white, human/non-human, all of these dualities will ultimately collapse. Your mind constructs all these categories and distinctions. It is beneficial to see how most of the things taught in school, and adult life has just been categories that were constructed by the human mind. Many of these distinctions are purely conceptual, they're not absolute in any sense and that they ultimately all collapse into one unity.","DanielStephens1988","https://www.imdb.com/user/ur66359171/?ref_=tt_urv","25 July 2019","10"
"","","There's something very familiar about all this.","https://www.imdb.com/review/rw0511452/?ref_=tt_urv","I've always called the first Matrix film a rip-off. It's a mix of many different films put together with component parts stolen from the Terminator (robots rule the future and have enslaved the remainder of humanity), Total Recall (futuristic 'Is it a dream or reality' sci-fi) and even Johnny Mnemonic (futuristic cyberpunk trash starring Keanu Reeves as a guy who can plug computers into his head and 'go into them'), plus various other works by William Gibson and a lot of Anime.
Thomas 'Neo' Anderson, is a computer programmer/hacker who meets with the mythical cyber-terrorist Morpheous, who asks Neo if he wishes to know the truth about the world or live a lie forever. Neo chooses truth and soon wakes in a gel-filled pod in a techno-hell future. His body, and billions of others, is nothing more than a battery to power the machines that rule the future (exactly what they do with this world that they now rule is not explored).
Convinced that Neo is 'The One', Morpheous trains him to be deadly digital warrior, but this set-up doesn't go beyond fighting a sentient program called Agent Smith. The war against the machines comes later.
There's no denying that the film, unfortunately, was massively influential for virtually every action film that followed. Gone was the 'Die Hard' formula where action was gritty, somewhat realistic, and with practical stuntwork. In it's place they all went for excessive CGI, green-tinted photography, impossible cameras, and impossible physics. The Matrix is semi-stylish with it, but it doesn't ever entertain or excite me.
It's the style of the Matrix that's more fondly cherished than the story. It won 4 technical Academy Awards, proving that all the Matrix is is eye-candy. Call that narrow-minded if you want but I believe this movie is no more than a very, very popular cult movie. A contradiction in terms yes, but still the most appropriate way of describing it.","CuriosityKilledShawn","https://www.imdb.com/user/ur0102816/?ref_=tt_urv","24 May 2004","6"
"","","Solid, but far from a masterpiece.","https://www.imdb.com/review/rw7656651/?ref_=tt_urv","I'm nowhere near as much of a fan of this flick as a lot of folks are, but I still love it. Some of the most impressive and enjoyable action sequences I've ever seen. I just wish I cared more for the story and imagery.","Analog_Devotee","https://www.imdb.com/user/ur107152571/?ref_=tt_urv","18 December 2021","7"
"","","A Bit Confusing But A Big F/X Treat","https://www.imdb.com/review/rw1500632/?ref_=tt_urv","Special-effects were the drawing card when this came out at the end of the 20th century, and those effects were spectacular. They lived up to their billing.
Unfortunately, the story was a bit confusing for much of the two hours, a bit too secular-minded for me, although others have viewed this with Biblical analogies. I do think the script could have used some humor here and there. It took itself a little too seriously. That was especially true for the four main characters.
Nonetheless, because of the stylish visuals and effects, it entertained. I liked the monotone-speaking Hugo Weaver the best, or at least found him the most interesting. Lawrence Fishburne's character came in a close second in that regard.
Once again here's a movie that made you glad VHS tapes were being phased out in favor of sharper, widescreen transfers.","ccthemovieman-1","https://www.imdb.com/user/ur4445210/?ref_=tt_urv","18 October 2006","8"
"","","Absurd from beginning to end","https://www.imdb.com/review/rw0511457/?ref_=tt_urv","'Frank? Larry here. How are you? Listen, Andy and I are writing a new screenplay and we really want to sell this one. I'm thinking of writing a sci-fi pieceThat's why I'm CALLING you, I was an English major and everyone I know but you is an English major. My mother was a nurse, that's the closest I've ever come to science. You're the only person we know with any scientific education at allWell, we figure to sell, it has to have computers, and it has to have VIOLENCE. We're thinking about an eco-techno-cyberpunk-nuclear winter kind of thing with sequel possibilitiesWell, something like Terminator meets 2001 meets WarGames with some Johnny Mnemonic and Blade Runner thrown inIt's, say, about 200 years from now, and the world has been laid waste and taken over by advanced computers. WHY did they take over the world? Who cares? Because they're bad! What? 'Colossus: The Forbin Project?' Never heard of it. Look, it's just an evil computer, okay? I know computers have no feelings, but it makes a good storybecause it does, that's all.
So I have a question: If you had a worldwide computer network, how would you power it?Huge farms of solar cells---talk about boringwhat else?nuclear power plantswhat else?Look, what about electricity from living things? I've been reading about lightning bugs, you know, how they make that light with their bodies? Well, here's what I've been thinking. The human body is the most efficient source of energy on the planet, right?It isn't? It's an energy CONSUMER? Only about 12 percent efficiency? Well, what about the human brain? It produces electricity, right? Electrochemical? Is that different? And it's the most efficient electricity producer on the planet, right?No? About the same as a 22-watt bulb? That's not very bright. What's that? Neither is my idea? Come on, work with me here! Okay, so what would be an EFFICIENT way to produce power for a worldwide computer network?Vast facilities containing huge tanks filled with methane-producing bacteria that drive gas turbinesThat may be EFFICIENT, but it's not EXCITING, Frank. You can't make a MOVIE about that. How about vast facilities containing HUMAN BEINGS who are all plugged into the Matrixthat's our working title, The Matrix. So they're all plugged into the Matrix because the computers of the Matrix are using them as a power source in their quest for control of the worldAGAIN with the nitpicking about why? See, we're thinking that the humans are kept in these vast hives of cells of, like, amniotic fluid, hooked up to tubes that feed them and wires that connect them to the MatrixThey're fed a nutritious liquid. I don't know where it comes from, or who produces it! I don't care and neither will the audience!
So the people spend their entire lives floating in these little podsNo, they don't exercise, they just floatAtrophy? Osteoporosis? How do they have babies? I don't know, special mating pods! You don't have to be awake to produce semen; every teenage boy knows that. How are they plugged into the Matrix? Wires, of course, you know, implantsI don't know who implants them---robots! It does seem pretty far-fetched, but if I didn't think of those things, neither will an audienceWell, you see, they're all living in this imaginary virtual world that the Matrix computers have designed to look just like real life in the real worldbecause the computers have found that the people produce more electricity that way than if they're just asleep. Why? To sell the screenplay, that's why! So I figure, if their MINDS think they're exercising, their BODIES will think so, too. You know, it's like if you dream you die, you really will diepseudoscientific claptrap? No, what it is, is SHOWBIZ, Frank. But there is a small population of humans who have disconnected themselves from the Matrix and are alive and aware of the real world. They live in a secret city called Zion and are trying to overthrow the Matrix. How did they get disconnected? What do they eat if the world has been laid waste? Who cares? So they're looking for The One, who is the human who will have the power to control the Matrix instead of the other way around, and they find him, a guy named Neo. They manage to unplug him from the Matrix, and he awakens to the real world. It's really cool; we're going to put in all sorts of metaphysical Zen stuff about reality versus illusion and fate and stuff. Where did we learn about Zen? From our massage therapistNeo joins them in their fight. How do they fight? No, they don't blow up the main computer, that's the neat part: They fight the Matrix in the VIRTUAL world. You see, they can plug back in to the Matrix and so enter and leave the virtual world at will. So they fight enemy COMPUTER PROGRAMS, not the physical computer. How? Get this: Lots of way-cool balletic kung-fu stuff like Jackie Chan and lots of balletic gunfights like Chow Yun-Fat, only computer-enhancedLots of mayhem from beginning to end. Why? Because it SELLS TICKETS, that's why!The evil computers are looking for the rebels with machines in the real world, too, and Neo manages to block the computers from destroying the rebels in reality by fighting them in the virtual worldBecause that's the way to plan for sequels, that's whyWell thanks, Frank, you've been really helpful. If we sell the screenplay and it gets produced, we'll get you some free passes. Then you can see all your great ideas on the screen.'","mfisher452","https://www.imdb.com/user/ur1142330/?ref_=tt_urv","3 June 2004",""
"","","The Matrix","https://www.imdb.com/review/rw4175553/?ref_=tt_urv","Short and Simple Review by WubsTheFadger
The Wachowski Brothers sci-fi classic is a true classic. The story is complex, original, intriguing, and extremely detailed. The characters are all unique and they are all very interesting. The story is full of philosophical questions that make you think and the film is so complex it needs to be watched multiple times.
The acting is very good. Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, and many others perform perfectly. Keanu Reeves is a very dry actor. He is very dry in this film but he plays his part well.
The pacing is perfect and the runtime is perfect.
The special effects are good even today.
Pros: Complex, original, and extremely detailed story, great philosophical questions asked, unique characters, amazing acting, perfect pacing, a good runtime, and amazing special effects
Cons: Keanu Reeves is very dry throughout the film
Overall Rating: 9.8","WubsTheFadger","https://www.imdb.com/user/ur66959411/?ref_=tt_urv","23 May 2018","10"
"","","Dynamite to my Brain","https://www.imdb.com/review/rw1767095/?ref_=tt_urv","Strangely, Matrix is one of the few action films that open my brain to deep, profound thinking while at the same time it magnetizes me with the most brutally good action scenes. Putting together the thinking line of the new generation, where we are just but pawns in a system we don't understand or belong, Matrix also borrows a lot of the oriental culture with the fights and it's inner travel over the nature of Life.
Little by little one will start to see the light, and everything will make sense. By the second view, you will get a higher conception. By your third view this will amaze you.
Brawn mixed with brains. The Matrix IS the science fiction film. With a perfect script that drowns so profoundly into the true nature of things, and with major, Industrial high tech digital action, I will ask you this if you haven't seen the movie:
-What are you doing reading this instead??","billion_mucks","https://www.imdb.com/user/ur5228267/?ref_=tt_urv","20 November 2007","10"
"","","What is the Matrix ???","https://www.imdb.com/review/rw7173137/?ref_=tt_urv","When i 6 or 7 years old i saw this movie on TV. It was shocking and little bit scary for me. Every time you see this movie your thought will be changed, every time.
When i was child The Matrix was scary for me.
When i was teenager The Matrix was action for me.
But right now i understand what was the about.
Perfect, perfect.","jack_o_hasanov_imdb","https://www.imdb.com/user/ur55640799/?ref_=tt_urv","28 July 2021","10"
"","","Could this possibly have been any better?","https://www.imdb.com/review/rw2049861/?ref_=tt_urv","I base this on the Ultimate 10-Disc Set. An entire decade after this came out, it still holds up incredibly well. It simply has so much to offer... all that food for thought, different beliefs, tons of themes that are explored and such immense room for interpretation, with very little in this being certain or definite. The plot is excellent, develops well, and combines various interesting ideas(and no, they weren't original, they weren't meant to be... this puts a lot of fascinating concepts together, and presents them all for the mainstream audience). Granted, it spawned a ton of suddenly enlightened pocket philosophers with little doubt as to their own prowess, but with anything this influential, there are going to be some negative results. The pacing is spot-on, not a moment of this is too long or overly short. The action is astounding, exciting, fun, entertaining and awesome, and they manage to do amazing and memorable sequences. No, perhaps it does not dodge all of the clichés. The slow-motion(and bits clearly inspired by John Woo) and other tools appeared before this, yes, the point isn't that they were new... it's the way this uses them, and creates a unique style. Mixing Noir, Animé and countless allusions, and doing so with expert-like skill is an impressive feat. The Bullet-Time was invented for this, and it is fantastic. The martial arts, the choreography, the moves, magnificent. The effects are stunning and seamless, to this day. The cinematography and editing are perfect, and enormously well-planned. The mood and atmosphere is masterfully achieved. The acting is quite good, Reeves fits, Moss and Fishburne are marvelous, and Weaving is utterly impeccable. The dialog is almost completely invariably well-written, and well-delivered. There is no nudity or sexuality, at most hints thereof. There is language, moderately harsh, albeit not too bad in frequency. The DVD holds a text introduction(to the following) by the Wachowski's, that makes for a great read, as well as two commentary tracks, one of philosophers who enjoyed the film, Dr. Cornel West & Ken Wilder, and one of critics who did not care for it, Todd McCarthy, John Powers & David Thompson. These are worth listening to. I recommend this to any fan of science fiction, and anyone who wishes to be encouraged to think by what they watch. 10/10","TBJCSKCNRRQTreviews","https://www.imdb.com/user/ur2093818/?ref_=tt_urv","9 April 2009","10"
"","","Superb and revolutionary film","https://www.imdb.com/review/rw7663003/?ref_=tt_urv","The Matrix is a superb and revolutionary film that combines multiple genres and ideas to create something unique. A thought provoking, action packed and inventive film that's impressive visual effects still almost entirely hold up.
Keanu Reeves gives a perfect lead performance that always anchors the film and keeps it grounded and focused. Laurence Fishburne and Carrie-Anne Moss are both incredible with effortlessly cool and stylish supporting performances. Hugo Weaving is a phenomenal villain who is effectively cold and calculating yet also full of rage.
The Wachowski's direction is excellent, with director of photography Bill Pope they manage to create clean and comprehensible action scenes as well as some truly mind blowing moments. The music by Don Davis is great, suitably epic and high tech with a solid soundtrack that suits the film's tone.","masonsaul","https://www.imdb.com/user/ur94560739/?ref_=tt_urv","19 December 2021","10"
"","","A ""Classic"" in the truest sense of the word","https://www.imdb.com/review/rw7840487/?ref_=tt_urv","""What's he doing?"" ""He's beginning to believe""
When the Matrix first came out back in 1999 I was still in my babyhood. I never got the opportunity nor was it possible for me to see it on the big screen. I have always wondered what that experience might have brought. I'm sure the people who were lucky enough to witness it in the theatres, had their money's worth.
The people who are still unaware, let me just say that the last half an hour is a blast. I can't stress this enough, but I freaking loved anything and everything about the final act. I have heard nothing but compliments about the action and how it revolutionized the whole genre; now I can truly understand why! It was incomparable, the experience was one of a kind.
So it was, for the rest. It would be a crime If I dare to take anything away. What an amazing concept and what's more impressive is how they managed to weave a palpable narrative all around the same. Do remember, a great idea can only do so much on its own! You need to have a functional story, a considerable amount of technological backing and most of all a slew of unforgettable personalities who would work as these catalysts in your tale.
The Matrix had 'em all, as simple as that. A ""Classic"" in the truest sense of the word!","SoumikBanerjee1996","https://www.imdb.com/user/ur46919419/?ref_=tt_urv","6 February 2022","9"
"","","Ahead of its time!!","https://www.imdb.com/review/rw5038690/?ref_=tt_urv","I saw this movie at the theater in 1999. Awesome movie I'm almost every way. I recently watched it with my 10 year old daughter and she absolutely LOVED it as she is into sci fi. I cannot figure out however why it's rated R!! I feel like it should be PG-13. What's with the R rating? It's not like it had major language or violence and gore.. it had no sex or nudity either. Just unsure why was rated R but whatever, still a great movie. Can't say I remember 2 and 3 that we'll though","sampsonart","https://www.imdb.com/user/ur98437184/?ref_=tt_urv","4 August 2019","9"
"","","The Matrix","https://www.imdb.com/review/rw5886182/?ref_=tt_urv","The matrix is a groundbreaking movie that not only raised the bar for all sci-fi movies, but also redefined the genre of action, both in its action scenes and its revolutionary visual effects. It is one of the most thought-provoking, creative, creative, influential, and stylish movies ever made, and it is also full of philosophical and religious allegories. Its contribution to film and popular culture is timeless, and its clever combination of creative visuals, stunning visuals and masterful action makes it one of the best, most influential and entertaining movies ever made.","q-42368-49274","https://www.imdb.com/user/ur120415703/?ref_=tt_urv","6 July 2020","9"
"","","Good but not ""The Greatest Film Ever Made""","https://www.imdb.com/review/rw0509921/?ref_=tt_urv","Ok, I'm getting sick of comments saying stuff like ""The Matrix is the greatest film EVER MADE!""
That's complete and utter bullturd. Yes, it had great cinematography and effects, yes it had a great soundtrack but NO WAY was the acting superb and NO WAY was the storyline great.
Take that storyline and stick it in any other action movie and you would leave feeling disappointed at the end. It's major selling point was ""What is the Matrix? You have to see it for yourself."" Come on, the only plot twist was that thing to do with Cypher, and that wasn't greatly unforeseeable, there's things like that in every frigging action movie.
The thing that set it apart was the ground-breaking camera effects, gnarly special effects and a funky soundtrack, as well as the costume design bit, with all that leather and expensive sunglasses. Without this stuff, all you would be left with is your average action movie.
I'm not saying it was a bad film at all, just not one of the greatest. Highly entertaining, great to watch with your mates, definitely one of the most interesting films in recent years. But give me The Third Man, Memento or the Usual Suspects any day.
7/10","Manchui","https://www.imdb.com/user/ur1298060/?ref_=tt_urv","10 September 2001","7"
"","","Perfect sci-fi, great action and perfect plot for the internet loser generation (like me!)","https://www.imdb.com/review/rw0510974/?ref_=tt_urv","Neo is a computer programmer by day and a internet hacker by day. When he is approached by the shadowy terrorist Morpheus he chickens out and gets caught by the secret police. However later Morpheus grabs him again and shows him the truth  that his life is a virtual reality provided by computers while his body, and the bodies of all other humans are harvested in pods for energy. Morpheus believes that Neo is the one who will bring down the matrix and return humans to the planet's surface, however the computers seek to kill the small group of humans who exist outside of the pods. Neo learns to control the matrix to battle the computers.
Has anyone not seen this? The plot is a perfect set-up for all teenagers who believe their dull lives must be fake and that they can be a gun battling hero. That's the story of Neo and it's well told  we have Neo in the matrix, Neo getting trained by Morpheus and then returning to battle the computer drones. The story is involving and the effects make it totally convincing. The plot is clever and never totally falls into action for action's sake. Although the first half is far superior is better than the second which does tend to give into the rules of Hollywood excess.
The action is fantastic. After so many spoofs and rip-offs of the effects and martial arts (Charlie's Angels etc) it's easy to forget how amazing it was when it was first done here. Here it is done well and isn't treated like a joke like it was in Charlie's Angels. The plot being set in the matrix means we can accept the effects as part of a VR creation and take them seriously without thinking they are OTT. The only thing is that the action is so attractive that it's almost sexy  but should we find two trench coating wearing people walking into a building and killing dozens attractive?
That aside it's cool to see wire work put into Hollywood movies (and done well too). Reeves is cool and is suited to the role. Fishburne is even better  how does he keep those glasses on? Carrie Anne Moss is good but falls into the role of love interest later on. Pantoliano is good and Weaving is slimy as one of the computer sentinels.
The plot is good and opens itself to a nice religious interpretation that isn't very well hidden. Neo is `the one' who has come to save mankind, Trinity is a character etc etc. How this sits with the violence is anyone's guess but it makes it quite a nice distraction.
Overall this is very enjoyable and very well scripted. The only down side is that the fantastically choreographed fights and gun battles really glamorise violence to a worrying degree. However if you're watching an action movie then that's what you accept otherwise don't watch. For me  I can't wait for the sequels.","bob the moo","https://www.imdb.com/user/ur1002035/?ref_=tt_urv","20 June 2002",""
"","","One of the best DVDs out so far, much more than just a movie!","https://www.imdb.com/review/rw0508891/?ref_=tt_urv","December 2019 update. My wife and I just watched this again on Blu-ray, even though we have seen it multiple times it still is captivating. Simply a marvelous movie, and some might make the case that this is the best movie ever made.
This is a review of ""The Matrix"" on DVD.
If you like sci-fi action movies, this is certainly one to watch, even to own. For what it is, I give it a ""10"". It kept me wide-eyed all the way through. I'm sure I'll be saying the same thing after my 20th viewing, sometime in the year 2015. (Update: it is now 2019, and I have seen it maybe 8 times, still a great, ground-breaking movie, I come away even more impressed each time. Simply one of the best and thought provoking movies ever made.)
The DVD picture is perfect all the way through, and the 5.1 surround sound is quite thrilling. But, the ""extra"" features are a big reason to buy the DVD.
One ""extra"" is the whole movie played at a subdued sound level while the editor, special effects supervisor, and actor comment on their own reactions and explanations of various scenes.
Another ""extra"" is playing the movie in normal mode where a white rabbit appears during certain scenes. If you want to see how that scene was filmed, you can click when the white rabbit appears and it will take you to the ""behind the scenes"" shooting. Then the movie resumes.
There also is a featurette which shows how the entire movie was filmed. Or, you can play the musical soundtrack alone.
All in all, a great action sci-fi movie with the most interesting set of ""extras"" I have seen so far on a DVD. Isn't it amazing how much stuff they get on that small disc that only holds about 70 minutes of music in its CD version!!","TxMike","https://www.imdb.com/user/ur0438066/?ref_=tt_urv","30 September 1999",""
"","","impeccable","https://www.imdb.com/review/rw7351498/?ref_=tt_urv","The only thing i could say as a 22 year old experiencing the film as a film student and aspiring filmmaker in 2021 is how i wish i were in m early 20s in 1999 (the year i was born) to see how impactful this film was in the industry back then and to experience its release and reception.","naomilouiefarias","https://www.imdb.com/user/ur124113972/?ref_=tt_urv","17 September 2021","10"
"","","A bit overhyped, but with lasting influence","https://www.imdb.com/review/rw4245889/?ref_=tt_urv","This movie is one giant plothole based take on some philosophical issues, that has proved to be hugely influential. Quite original for a Hollywood flick, it is often given more credit than it deserves. The giant plot hole is that using people as batteries makes absolutely no sense. Contrived in its core, it however delivers many themes and is a decent movie, and the influence it has ups its rating a bit. But lets not get over ourselves, this is not Terminator or other such gem, not by any stretch. Still, worth a watch.","perica-43151","https://www.imdb.com/user/ur89494061/?ref_=tt_urv","20 July 2018","7"
"","","Generational experience","https://www.imdb.com/review/rw7520709/?ref_=tt_urv","The Matrix defines Y2K sci-fi action. Its special effects are most notable because a combination of CGI and practical gives the film a dreamlike, yet grounded feel. Plenty of action is enhanced by effects in The Matrix, but the highlight has to be the shootout in the lobby because it is done without CGI. Painstaking work was put into actually dismantling that lobby and it paid off. Next, the production design of The Matrix builds a sleek world of green hues and leather jackets that still inspires aesthetics today. The dystopian future is appropriately bleak while the computer world is appropriately polished.
Meanwhile, The Matrix has dynamic camerawork. Its use of the bullet time effect has become synonymous with the film and is even known as ""the Matrix effect"". The sound design is surreal and the music is borderline iconic. The story is philosophical and trippy. Lastly, the direction is wonderful because The Matrix has such a precise style. Its combination of eastern and western action, its slick fashion, and its futuristic visuals create an experience that cannot be replicated. Because The Matrix is jam-packed with so much excitement, flair, and abstraction, it is a generational experience.
Writing: 9/10 Direction: 10/10 Cinematography: 9/10 Acting: 8/10 Editing: 8/10 Sound: 9/10 Score/Soundtrack: 9/10 Production Design: 10/10 Casting: 8/10 Effects: 10/10
Overall Score: 9.0/10.","guskeller","https://www.imdb.com/user/ur88854575/?ref_=tt_urv","6 November 2021","9"
"","","uninvolving sci-fi thriller","https://www.imdb.com/review/rw0508978/?ref_=tt_urv","As the world and the movies head into a brand new millenium, old narrative formats have been gilded with all the techno/cyber concepts and jargon that now inundate us in our daily lives. In no areas of filmmaking is this more true than the action/adventure and sci-fi genres. Probably the most popular example to date comes in the form of ""The Matrix"", a film that actually chooses as its setting a never-never land located somewhere between reality and the abstract plane of cybernetics.
The plot of the film, though too complex to reiterate here, is actually put forward in a fairly straightforward, comprehensible manner. What is missing from the film is the essential grounding in reality that makes the audience care if the main characters succeed in their mission (to rescue the world of course) or fail. Unlike say ""Enemy of the State"", which managed to grapple with the potential dangers of an over-computerized and mechanized society in a world with which we are all familiar, ""The Matrix"" takes us to a sci-fi world that never fully engages the audience in even its own reality. Part of the problem may be that the film's visual designers settle for the conventional sci-fi view of the future world as a series of dark, cramped, fog enshrouded rooms and corridors familiar to us from countless such movies. We follow the obviously well thought-out and meticulously explained storyline but find ourselves never particularly engaged in the characters or feel any stake in the outcome of the final resolution. As to the film's much vaunted special effects, they are, admittedly at times, intriguing, but since computer graphics now make even the most preposterous situations possible on the screen, the audience craves more than simply scattered moments of jawdropping visuals to engage its full attention. ""The Matrix"" borders on dullness quite often during its overlong 136 minute running time. Perhaps a movie that takes place in a world that really isn't a world needs a more engaging central character to make the audience care.","Buddy-51","https://www.imdb.com/user/ur0375636/?ref_=tt_urv","30 October 1999","6"
"","","Saw an Advance Showing in NYC","https://www.imdb.com/review/rw0508464/?ref_=tt_urv","I was lucky enough to attend an advance showing of the film..in NYC on Friday, February 5th.. GO SEE THIS FILM!!!! It is one of the most incredible, intense...wonderful..exciting..*on the edge of your seat* films..to come along in a LONG time..very intelligent, witty, action packed...Joel Silver introduced the film...and told us that it was not completed yet..that only *one* special effect in the film was 100% done..in the version we were about to see..if this was *incomplete*..I can't WAIT to see the completed version. The fight scenes..all done by the actors..no stuntmen..were nailbiting..the wirework is incredible..It was nice to see a film of this genre that actually has a really good STORY to it as well..GO SEE THIS FILM!!!! Every one of the actors did an incredible job..Keanu, Laurence Fishburne, Carrie-Anne Moss and Hugo Weaving..who was a trip in this film. Just knowing the training they went thru..learning martial arts..it's just amazing...","Jonell","https://www.imdb.com/user/ur0096422/?ref_=tt_urv","8 February 1999","10"
"","","Good, but highly overrated.","https://www.imdb.com/review/rw6823786/?ref_=tt_urv","First of all, the movie isn't that bad to watch. It would be a genuine delight to sci-fi lovers. But I don't think it deserves a 8.7 rating and a place in the IMDb top 20.
One thing that doesn't delight me is that the main strength of the movie which is about the computer simulation isn't an original idea. There have been lots of theories regarding it. And the plot is very simple with many plot holes. Neo as the chosen one isn't portrayed correctly. I see no special abilities in him.
Fights were really silly and were too long where you get bored and just want to skip them and I see no reason why trinity fell in love with neo when they didn't spend any time together at all , just because a fortune teller told her that she would fell in love with the chosen one , is it how emotions work? Well , I don't think so.
Apart from these there are a bunch of positive things too. Special effects were awesome considering that this movie came out in 1999. The idea of the story is innovative for Hollywood and matrix came out in era where there isn't much interest in sci-fi among filmmakers while the thrillers ruled them. So these things made it highly rated back then in 1999. Watching today wouldn't make much sense considering that special effects based movies are ruling the theaters now and every now and then sci fi movies are being released.","Ashrith26","https://www.imdb.com/user/ur120647517/?ref_=tt_urv","17 April 2021","7"
"","","Keanu Reeves in Wonderland","https://www.imdb.com/review/rw1999621/?ref_=tt_urv","Insomniac computer hacker Keanu Reeves (as Thomas ""Neo"" Anderson ) lives a common and interesting life. Hugo Weaving (as Agent Smith) tells him, ""You've been living two lives. In one life, you're Thomas A. Anderson, program writer for a respectable software company. You have a social security number, pay your taxes, and you help your landlady carry out her garbage. The other life is lived in computers, where you go by the hacker alias 'Neo' and are guilty of virtually every computer crime we have a law for. One of these lives has a future, and one of them does not."" That's a good description.
Everything changes for Mr. Reeves when he is contacted by the intriguingly prophetic Laurence Fishburne (as Morpheus), through seemingly supernatural leather lass Carrie-Anne Moss (as Trinity). Mr. Fishburne believes Reeves just may be ""The One"". Mr. Weaving captures Reeves, and tells him Fishburne is the most dangerous man alive. Reeves instinctively distrusts Weaving and, with Ms. Moss' assistance escapes from him. Them, Reeves joins falls Through the Looking Glass, where he learns about and dreams, reality, and imagination, from the Wachowski brothers.
""Unfortunately, nobody can be told what 'The Matrix' is. You have to see it for yourself.""
I watched it with great curiosity to see what would happen next...
A stunning audio-visual achievement.
********* The Matrix (1999) Larry & Andy Wachowski ~ Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","wes-connors","https://www.imdb.com/user/ur15896852/?ref_=tt_urv","1 January 2009","9"
